1	7425.6	21.639	0.2997	2092.3	4.1862e-09	0.0008774
2	1693.2	33.604	0.35639	2837.1	1.2037e-08	0.00074049
3	2802	28.731	0.50267	2142.9	7.5663e-09	2.4651
4	1788.2	37.122	0.4786	2928.7	1.1182e-08	0.00085466
5	3502.8	20.914	0.40705	2022.1	1.8111e-08	1.5717
6	3351.2	22.43	0.333	650.1	9.3187e-09	1.7768
7	3509.7	22.567	0.3781	2165.1	1.5352e-08	2.0159
8	7191.4	25.006	0.2749	901.66	7.2817e-09	0.00084111
9	6580.6	21.432	0.42808	480.32	8.4207e-09	1.3644
10	3106.9	26.395	0.4356	2321.3	7.6171e-09	1.0564
11	7959.9	27.136	0.4723	2039.6	1.7976e-08	0.00084568
12	3876	28.701	0.46596	838.54	1.4846e-08	1.6803
13	6335.7	22.221	0.28111	2933	3.1533e-09	0.00085647
14	6952.9	35.475	0.3333	195.58	2.08e-09	0.00076712
15	5300	20.046	0.42772	1975.1	1.1144e-08	1.5957
16	5973.1	25.249	0.27705	1194	7.07e-09	0.00086966
17	4052.1	23.132	0.3563	2042.3	1.8942e-09	0.47125
18	5577.1	33.558	0.3949	1531	1.9931e-09	0.00076303
19	2068.3	27.959	0.35241	727.64	1.8247e-08	0.047194
20	2685.7	37.075	0.36782	1454.4	8.3194e-09	0.00082233
21	6003.6	22.969	0.47474	2461.4	9.8631e-09	1.9607
22	5651.4	25.464	0.44239	2171.7	2.5323e-09	1.0636
23	1942.8	21.803	0.37573	1395.4	1.1407e-08	0.50588
24	7380.8	23.718	0.35137	801.44	1.2558e-08	0.00074204
25	3306.3	37.78	0.48693	326.59	9.9201e-09	0.00090914
26	6257.6	37.439	0.44907	2691.1	6.9751e-09	0.0006361
27	4575.9	30.379	0.41557	2307.3	7.2247e-09	0.00079607
28	7761.3	32.621	0.42268	341.97	7.7467e-09	0.00069179
29	1390.1	30.626	0.325	229.58	5.1354e-09	0.00077911
30	7787.4	34.987	0.44545	1433.6	1.5028e-08	0.00086571
31	7348.5	31.46	0.31892	2067.2	2.9804e-09	0.0008814
32	6348.7	35.145	0.46697	1895.2	1.2725e-08	0.00079464
33	4340.5	21.514	0.4007	2260.8	1.8634e-08	1.2304
34	5557.3	26.785	0.47033	673.69	4.3906e-09	1.2299
35	7164.8	27.752	0.35056	53.589	2.1994e-09	0.00084014
36	5474.7	22.556	0.43514	2467.2	1.4799e-08	2.8812
37	5173.6	22.186	0.39662	1410.3	1.1487e-08	1.1103
38	1684.5	38.661	0.49932	2603.8	1.5114e-08	0.000907
39	2747.7	27.975	0.3587	712.03	8.094e-09	0.058448
40	2104.1	29.101	0.4222	1311.6	8.1262e-09	2.7239
41	3223.8	27.618	0.30617	2490.9	1.8685e-08	0.00077018
42	3486.5	34.932	0.49072	1751.4	1.4419e-08	0.00083064
43	1941.4	29.569	0.40034	1572.6	2.3358e-09	0.42426
44	6935.6	26.264	0.44279	1708.5	1.0839e-08	0.00096956
45	3967.5	36.356	0.41749	610.34	1.349e-09	0.00091758
46	3596.6	23.327	0.34321	1365.7	2.9185e-09	0.36884
47	3741.9	33.244	0.49115	135.18	1.0351e-08	0.45685
48	2107.2	38.279	0.36455	1475.8	1.3048e-08	0.00093609
49	5976.1	28.806	0.45626	2417.5	1.4901e-08	0.00081729
50	6675.3	28.553	0.32901	1264.8	4.5766e-09	0.00072686
51	3749.3	34.285	0.47441	1926.7	1.7895e-08	0.00088746
52	5457.9	38.804	0.4656	1555.6	1.1202e-08	0.0008776
53	5359	22.293	0.37588	416.08	1.223e-08	2.522
54	5319.6	25.069	0.40828	1947.5	5.5778e-09	0.44956
55	4332.3	26.711	0.27582	109.39	1.8202e-08	0.00077387
56	2498.6	26.799	0.34212	2312.7	1.4433e-08	0.00073581
57	7494	22.896	0.28556	1364.6	3.8552e-09	0.00077793
58	3883.1	34.534	0.42452	280.53	1.9281e-08	0.00087118
59	6155.7	33.016	0.43042	1786.5	6.2014e-09	0.00078129
60	2761.7	21.845	0.33944	116.21	1.5246e-08	0.62712
61	5732.2	21.964	0.34494	2070.7	1.3569e-08	0.00087046
62	1922.3	33.566	0.27485	1148.4	2.8913e-09	0.0009294
63	2716.4	28.188	0.4025	713.42	1.6787e-08	0.70857
64	7750.3	25.809	0.46858	1679.6	8.6853e-09	0.29297
65	2540.2	34.262	0.40279	2769.6	9.7021e-09	0.00082773
66	6256.7	37.52	0.49389	2561.9	1.3038e-08	0.00078734
67	4324.1	28.805	0.45114	429.97	1.1468e-08	1.0685
68	2118.7	23.903	0.41852	1834.8	1.2612e-08	3.9546
69	5075.3	24.471	0.39979	1868.7	4.2239e-09	1.3063
70	3358.6	29.042	0.44137	550.76	6.5232e-09	1.3266
71	5345.7	25.883	0.48117	2722.4	1.4925e-08	1.0736
72	5170.3	31.196	0.39142	287.27	1.7005e-08	0.00082186
73	6427.2	36.837	0.45668	1883.7	6.0092e-09	0.00083236
74	4791.1	27.579	0.39559	2790.1	1.9044e-08	0.00085102
75	2163.5	35.34	0.36851	1529.2	8.9449e-09	0.00083973
76	5726.4	22.159	0.31283	1185.8	1.3853e-08	0.00078098
77	7819.4	37.898	0.33542	73.685	6.2148e-09	0.00077072
78	7631.3	24.314	0.34395	1475	9.5761e-09	0.00088285
79	2966.2	31.602	0.42542	421.26	1.5512e-08	0.73533
80	3933.4	21.142	0.37192	1726.5	1.1979e-08	0.99072
81	3374.9	25.663	0.46473	2429.1	1.284e-08	2.7495
82	5573	25.66	0.40304	1322.4	1.523e-08	0.34365
83	6111.1	35.835	0.47629	898.65	1.1019e-08	0.00084185
84	5255.4	21.027	0.30231	2472.3	1.742e-08	0.00079284
85	8012.3	28.428	0.46349	208.43	1.4464e-08	0.0015041
86	2004.6	23.702	0.39225	1785.7	1.0258e-08	0.4958
87	5155.8	33.213	0.49477	383.67	9.8017e-09	0.00072941
88	7552.2	22.316	0.36863	623.42	1.9049e-08	0.99155
89	2889.9	21.369	0.36121	413.87	1.6342e-08	3.588
90	3886.4	23.432	0.37272	1455.2	1.2053e-08	1.8494
91	5852.4	20.77	0.41976	692.27	1.7233e-08	1.3715
92	1282.6	23.375	0.32073	2004.2	1.6059e-08	0.00085837
93	5383	29.693	0.48642	2387.4	2.8326e-09	0.0069988
94	6188.9	23.063	0.38925	1367.5	1.0285e-08	0.53389
95	7121.2	27.854	0.32223	2834.5	1.6435e-09	0.00079784
96	1995.5	30.44	0.35937	2896.9	9.3059e-09	0.00084293
97	4240.9	31.744	0.30081	1650.2	2.0665e-09	0.00072363
98	6521.8	31.44	0.50025	1767.4	1.0409e-08	0.00084793
99	6636	33.193	0.40014	427.15	4.1058e-09	0.0008932
100	6157.7	32.405	0.47123	884.64	1.3866e-08	0.00074121
101	4753	32.775	0.44465	1587.5	9.6583e-09	0.00080723
102	5432.2	26.501	0.27777	532.75	1.9117e-08	0.00086711
103	2367.7	30.835	0.4855	2006	1.467e-08	1.0672
104	1580.3	25.938	0.31557	814.03	3.6328e-09	0.00082221
105	3619.7	25.319	0.45444	1214.8	3.6544e-09	4.0645
106	4571.8	21.954	0.32216	870.18	9.2501e-09	0.36651
107	5553.8	21.892	0.41732	1792.9	5.7402e-09	1.6447
108	5539.9	26.958	0.32735	439.33	1.1611e-09	0.00088914
109	5079	20.473	0.39263	1278.5	1.2183e-08	1.5174
110	5785.3	29.417	0.4768	354.25	1.4913e-08	0.58617
111	6667.8	35.033	0.4742	1919.4	4.0416e-09	0.00077435
